w1;w2;cooc
sega;furetto;0
sega;criceto;0
sega;coniglio;0
sega;pappagallo;0
sega;camaleonte;0
sega;iguana;0
sega;topo;0
sega;canarino;0
sega;mucca;1
sega;capra;0
sega;pecora;0
sega;maiale;1
sega;bufalo;0
sega;pollo;1
sega;vitello;0
sega;agnello;0
sega;asino;1
sega;cavallo;6
sega;elefante;0
sega;zebra;0
sega;ippopotamo;0
sega;scimmia;0
sega;giraffa;0
sega;antilopo;0
sega;leone;2
sega;rinoceronte;0
sega;leopardo;0
sega;coccodrillo;0
sega;delfino;1
sega;balena;0
sega;squalo;3
sega;medusa;0
sega;tricheco;0
sega;foca;1
sega;plancton;0
sega;merluzzo;0
sega;granchio;0
sega;tartaruga;0
sega;gufo;0
sega;corvo;2
sega;pettirosso;0
sega;albatro;0
sega;upupa;0
sega;gabbiano;0
sega;aquila;0
sega;anatra;0
sega;struzzo;0
sega;pinguino;0
sega;tavolo;7
sega;sedia;3
sega;divano;5
sega;scrivania;1
sega;armadio;1
sega;letto;28
sega;comodino;0
sega;sgabello;1
sega;poltrona;0
sega;scaffale;0
sega;martello;55
sega;trapano;21
sega;cacciavite;6
sega;chiodo;2
sega;ascia;13
sega;sega;140
sega;vite;4
sega;pinza;3
sega;scalpello;15
sega;cazzuola;1
sega;cucchiaio;1
sega;forchetta;0
sega;coltello;15
sega;piatto;1
sega;tazza;5
sega;pentola;0
sega;ciotola;0
sega;padella;2
sega;mattarello;0
sega;tagliere;0
sega;penna;0
sega;matita;2
sega;gomma;1
sega;carta;4
sega;busta;1
sega;evidenziatore;0
sega;righello;2
sega;pennello;1
sega;colla;3
sega;graffetta;0
sega;telefono;2
sega;radio;13
sega;computer;18
sega;frigorifero;1
sega;lavatrice;2
sega;lavastoviglie;1
sega;camera;2
sega;aspirapolvere;0
sega;microonda;0
sega;televisione;1
vite;cane;98
vite;gatto;60
vite;furetto;0
vite;criceto;0
vite;coniglio;5
vite;pappagallo;0
vite;camaleonte;0
vite;iguana;5
vite;topo;4
vite;canarino;0
vite;mucca;12
vite;capra;0
vite;pecora;1
vite;maiale;4
vite;bufalo;2
vite;pollo;12
vite;vitello;4
vite;agnello;10
vite;asino;3
vite;cavallo;8
vite;elefante;1
vite;zebra;0
vite;ippopotamo;1
vite;scimmia;0
vite;giraffa;0
vite;antilopo;0
vite;leone;13
vite;rinoceronte;0
vite;leopardo;1
vite;coccodrillo;3
vite;delfino;1
vite;balena;1
vite;squalo;1
vite;medusa;1
vite;tricheco;0
vite;foca;0
vite;plancton;0
vite;merluzzo;0
vite;granchio;1
vite;tartaruga;4
vite;gufo;2
vite;corvo;2
vite;pettirosso;0
vite;albatro;1
vite;upupa;0
vite;gabbiano;0
vite;aquila;4
vite;anatra;3
vite;struzzo;0
vite;pinguino;1
vite;tavolo;13
vite;sedia;3
vite;divano;0
vite;scrivania;6
vite;armadio;1
vite;letto;51
vite;comodino;0
vite;sgabello;0
vite;poltrona;3
vite;scaffale;4
vite;martello;10
vite;trapano;10
vite;cacciavite;22
vite;chiodo;9
vite;ascia;17
vite;sega;4
vite;vite;470
vite;pinza;18
vite;scalpello;1
vite;cazzuola;1
vite;cucchiaio;10
vite;forchetta;4
vite;coltello;8
vite;piatto;149
vite;tazza;3
vite;pentola;4
vite;ciotola;0
vite;padella;12
vite;mattarello;0
vite;tagliere;0
vite;penna;6
vite;matita;3
vite;gomma;9
vite;carta;43
vite;busta;1
vite;evidenziatore;0
vite;righello;1
vite;pennello;3
vite;colla;10
vite;graffetta;0
vite;telefono;5
vite;radio;27
vite;computer;25
vite;frigorifero;16
vite;lavatrice;0
vite;lavastoviglie;0
vite;camera;13
vite;aspirapolvere;0
vite;microonda;0
vite;televisione;17
pinza;cane;2
pinza;gatto;0
pinza;furetto;0
pinza;criceto;0
pinza;coniglio;0
pinza;pappagallo;7
pinza;camaleonte;0
pinza;iguana;0
pinza;topo;0
pinza;canarino;0
pinza;mucca;0
pinza;capra;0
pinza;pecora;0
pinza;maiale;0
pinza;bufalo;0
pinza;pollo;2
pinza;vitello;0
pinza;agnello;0
pinza;asino;0
pinza;cavallo;2
pinza;elefante;0
pinza;zebra;0
pinza;ippopotamo;0
pinza;scimmia;0
pinza;giraffa;0
pinza;antilopo;0
pinza;leone;1
pinza;rinoceronte;0
pinza;leopardo;0
pinza;coccodrillo;1
pinza;delfino;0
pinza;balena;0
pinza;squalo;0
pinza;medusa;0
pinza;tricheco;0
pinza;foca;0
pinza;plancton;0
pinza;merluzzo;0
pinza;granchio;0
pinza;tartaruga;0
pinza;gufo;0
pinza;corvo;0
pinza;pettirosso;0
pinza;albatro;0
pinza;upupa;0
pinza;gabbiano;2
pinza;aquila;0
pinza;anatra;0
pinza;struzzo;0
pinza;pinguino;0
pinza;tavolo;3
pinza;sedia;1
pinza;divano;0
pinza;scrivania;0
pinza;armadio;0
pinza;letto;0
pinza;comodino;0
pinza;sgabello;0
pinza;poltrona;0
pinza;scaffale;0
pinza;martello;17
pinza;trapano;5
pinza;cacciavite;21
pinza;chiodo;0
pinza;ascia;0
pinza;sega;3
pinza;vite;18
pinza;pinza;45
pinza;scalpello;0
pinza;cazzuola;0
pinza;cucchiaio;2
pinza;forchetta;2
pinza;coltello;3
pinza;piatto;5
pinza;tazza;0
pinza;pentola;0
pinza;ciotola;0
pinza;padella;0
pinza;mattarello;0
pinza;tagliere;0
pinza;penna;0
pinza;matita;1
pinza;gomma;4
pinza;carta;2
pinza;busta;0
pinza;evidenziatore;0
pinza;righello;0
pinza;pennello;2
pinza;colla;2
pinza;graffetta;1
pinza;telefono;2
pinza;radio;1
pinza;computer;1
pinza;frigorifero;0
pinza;lavatrice;0
pinza;lavastoviglie;0
pinza;camera;7
pinza;aspirapolvere;0
pinza;microonda;0
pinza;televisione;0
scalpello;cane;0
scalpello;gatto;1
scalpello;furetto;0
scalpello;criceto;0
scalpello;coniglio;0
scalpello;pappagallo;0
scalpello;camaleonte;0
scalpello;iguana;0
scalpello;topo;0
scalpello;canarino;0
scalpello;mucca;0
scalpello;capra;0
scalpello;pecora;0
scalpello;maiale;0
scalpello;bufalo;0
scalpello;pollo;0
scalpello;vitello;0
scalpello;agnello;0
scalpello;asino;0
scalpello;cavallo;0
scalpello;elefante;0
scalpello;zebra;0
scalpello;ippopotamo;0
scalpello;scimmia;0
scalpello;giraffa;0
scalpello;antilopo;0
scalpello;leone;0
scalpello;rinoceronte;0
scalpello;leopardo;0
scalpello;coccodrillo;0
scalpello;delfino;0
scalpello;balena;0
scalpello;squalo;0
scalpello;medusa;0
scalpello;tricheco;0
scalpello;foca;0
scalpello;plancton;0
scalpello;merluzzo;0
scalpello;granchio;0
scalpello;tartaruga;1
scalpello;gufo;0
scalpello;corvo;0
scalpello;pettirosso;0
scalpello;albatro;0
scalpello;upupa;0
scalpello;gabbiano;0
scalpello;aquila;0
scalpello;anatra;1
scalpello;struzzo;0
scalpello;pinguino;0
scalpello;tavolo;1
scalpello;sedia;0
scalpello;divano;0
scalpello;scrivania;0
scalpello;armadio;0
scalpello;letto;0
scalpello;comodino;0
scalpello;sgabello;1
scalpello;poltrona;0
scalpello;scaffale;0
scalpello;martello;114
scalpello;trapano;6
scalpello;cacciavite;8
scalpello;chiodo;0
scalpello;ascia;2
scalpello;sega;15
scalpello;vite;1
scalpello;pinza;0
scalpello;scalpello;0
scalpello;cazzuola;11
scalpello;cucchiaio;1
scalpello;forchetta;1
scalpello;coltello;4
scalpello;piatto;2
scalpello;tazza;0
scalpello;pentola;0
scalpello;ciotola;0
scalpello;padella;0
scalpello;mattarello;0
scalpello;tagliere;0
scalpello;penna;11
scalpello;matita;5
scalpello;gomma;0
scalpello;carta;8
scalpello;busta;0
scalpello;evidenziatore;1
scalpello;righello;0
scalpello;pennello;25
scalpello;colla;1
scalpello;graffetta;0
scalpello;telefono;0
scalpello;radio;0
scalpello;computer;0
scalpello;frigorifero;0
scalpello;lavatrice;0
scalpello;lavastoviglie;0
scalpello;camera;0
scalpello;aspirapolvere;0
scalpello;microonda;0
scalpello;televisione;0
cazzuola;cane;0
cazzuola;gatto;0
cazzuola;furetto;0
cazzuola;criceto;0
cazzuola;coniglio;0
cazzuola;pappagallo;0
cazzuola;camaleonte;0
cazzuola;iguana;0
cazzuola;topo;0
cazzuola;canarino;0
cazzuola;mucca;0
cazzuola;capra;0
cazzuola;pecora;0
cazzuola;maiale;0
cazzuola;bufalo;0
cazzuola;pollo;0
cazzuola;vitello;0
cazzuola;agnello;0
cazzuola;asino;0
cazzuola;cavallo;0
cazzuola;elefante;0
cazzuola;zebra;0
cazzuola;ippopotamo;0
cazzuola;scimmia;0
cazzuola;giraffa;0
cazzuola;antilopo;0
cazzuola;leone;0
cazzuola;rinoceronte;0
cazzuola;leopardo;0
cazzuola;coccodrillo;0
cazzuola;delfino;0
cazzuola;balena;0
cazzuola;squalo;0
cazzuola;medusa;0
cazzuola;tricheco;0
cazzuola;foca;0
cazzuola;plancton;0
cazzuola;merluzzo;0
cazzuola;granchio;0
cazzuola;tartaruga;0
cazzuola;gufo;0
cazzuola;corvo;0
cazzuola;pettirosso;0
cazzuola;albatro;0
cazzuola;upupa;0
cazzuola;gabbiano;0
cazzuola;aquila;0
cazzuola;anatra;0
cazzuola;struzzo;1
cazzuola;pinguino;0
cazzuola;tavolo;0
cazzuola;sedia;0
cazzuola;divano;0
cazzuola;scrivania;0
cazzuola;armadio;0
cazzuola;letto;2
cazzuola;comodino;0
cazzuola;sgabello;0
cazzuola;poltrona;0
cazzuola;scaffale;0
cazzuola;martello;11
cazzuola;trapano;0
cazzuola;cacciavite;0
cazzuola;chiodo;0
cazzuola;ascia;2
cazzuola;sega;1
cazzuola;vite;1
cazzuola;pinza;0
cazzuola;scalpello;11
cazzuola;cazzuola;0
cazzuola;cucchiaio;0
cazzuola;forchetta;0
cazzuola;coltello;0
cazzuola;piatto;0
cazzuola;tazza;0
cazzuola;pentola;0
cazzuola;ciotola;0
cazzuola;padella;0
cazzuola;mattarello;0
cazzuola;tagliere;0
cazzuola;penna;0
cazzuola;matita;1
cazzuola;gomma;1
cazzuola;carta;3
cazzuola;busta;0
cazzuola;evidenziatore;0
cazzuola;righello;1
cazzuola;pennello;5
cazzuola;colla;1
cazzuola;graffetta;0
cazzuola;telefono;0
cazzuola;radio;0
cazzuola;computer;0
cazzuola;frigorifero;0
cazzuola;lavatrice;0
cazzuola;lavastoviglie;0
cazzuola;camera;0
cazzuola;aspirapolvere;0
cazzuola;microonda;0
cazzuola;televisione;0
cucchiaio;cane;1
cucchiaio;gatto;4
cucchiaio;furetto;0
cucchiaio;criceto;0
cucchiaio;coniglio;6
cucchiaio;pappagallo;0
cucchiaio;camaleonte;0
cucchiaio;iguana;0
cucchiaio;topo;0
cucchiaio;canarino;0
cucchiaio;mucca;4
cucchiaio;capra;4
cucchiaio;pecora;3
cucchiaio;maiale;15
cucchiaio;bufalo;0
cucchiaio;pollo;55
cucchiaio;vitello;23
cucchiaio;agnello;5
cucchiaio;asino;0
cucchiaio;cavallo;1
cucchiaio;elefante;0
cucchiaio;zebra;0
cucchiaio;ippopotamo;0
cucchiaio;scimmia;1
cucchiaio;giraffa;0
cucchiaio;antilopo;0
cucchiaio;leone;0
cucchiaio;rinoceronte;0
cucchiaio;leopardo;0
cucchiaio;coccodrillo;0
cucchiaio;delfino;0
cucchiaio;balena;1
cucchiaio;squalo;0
cucchiaio;medusa;0
cucchiaio;tricheco;0
cucchiaio;foca;1
cucchiaio;plancton;0
cucchiaio;merluzzo;5
cucchiaio;granchio;2
cucchiaio;tartaruga;0
cucchiaio;gufo;0
cucchiaio;corvo;0
cucchiaio;pettirosso;0
cucchiaio;albatro;0
cucchiaio;upupa;0
cucchiaio;gabbiano;0
cucchiaio;aquila;0
cucchiaio;anatra;5
cucchiaio;struzzo;0
cucchiaio;pinguino;0
cucchiaio;tavolo;15
cucchiaio;sedia;5
cucchiaio;divano;1
cucchiaio;scrivania;0
cucchiaio;armadio;0
cucchiaio;letto;6
cucchiaio;comodino;1
cucchiaio;sgabello;2
cucchiaio;poltrona;0
cucchiaio;scaffale;0
cucchiaio;martello;2
cucchiaio;trapano;0
cucchiaio;cacciavite;0
cucchiaio;chiodo;2
cucchiaio;ascia;12
cucchiaio;sega;1
cucchiaio;vite;10
cucchiaio;pinza;2
cucchiaio;scalpello;1
cucchiaio;cazzuola;0
cucchiaio;cucchiaio;459
cucchiaio;forchetta;154
cucchiaio;coltello;70
cucchiaio;piatto;108
cucchiaio;tazza;152
cucchiaio;pentola;42
cucchiaio;ciotola;89
cucchiaio;padella;174
cucchiaio;mattarello;0
cucchiaio;tagliere;1
cucchiaio;penna;7
cucchiaio;matita;1
cucchiaio;gomma;4
cucchiaio;carta;23
cucchiaio;busta;0
cucchiaio;evidenziatore;0
cucchiaio;righello;1
cucchiaio;pennello;0
cucchiaio;colla;13
cucchiaio;graffetta;0
cucchiaio;telefono;0
cucchiaio;radio;0
cucchiaio;computer;0
cucchiaio;frigorifero;17
cucchiaio;lavatrice;0
cucchiaio;lavastoviglie;0
cucchiaio;camera;2
cucchiaio;aspirapolvere;0
cucchiaio;microonda;0
cucchiaio;televisione;0
forchetta;cane;2
forchetta;gatto;0
forchetta;furetto;0
forchetta;criceto;0
forchetta;coniglio;1
forchetta;pappagallo;0
forchetta;camaleonte;0
forchetta;iguana;0
forchetta;topo;0
forchetta;canarino;0
forchetta;mucca;0
forchetta;capra;0
forchetta;pecora;0
forchetta;maiale;2
forchetta;bufalo;0
forchetta;pollo;15
forchetta;vitello;0
forchetta;agnello;0
forchetta;asino;0
forchetta;cavallo;1
forchetta;elefante;0
forchetta;zebra;0
forchetta;ippopotamo;0
forchetta;scimmia;0
forchetta;giraffa;0
forchetta;antilopo;0
forchetta;leone;0
forchetta;rinoceronte;0
forchetta;leopardo;0
forchetta;coccodrillo;0
forchetta;delfino;0
forchetta;balena;0
forchetta;squalo;0
forchetta;medusa;0
forchetta;tricheco;0
forchetta;foca;0
forchetta;plancton;0
forchetta;merluzzo;0
forchetta;granchio;2
forchetta;tartaruga;0
forchetta;gufo;0
forchetta;corvo;1
forchetta;pettirosso;0
forchetta;albatro;0
forchetta;upupa;0
forchetta;gabbiano;0
forchetta;aquila;0
forchetta;anatra;1
forchetta;struzzo;0
forchetta;pinguino;0
forchetta;tavolo;13
forchetta;sedia;2
forchetta;divano;0
forchetta;scrivania;0
forchetta;armadio;0
forchetta;letto;6
forchetta;comodino;0
forchetta;sgabello;0
forchetta;poltrona;0
forchetta;scaffale;0
forchetta;martello;0
forchetta;trapano;0
forchetta;cacciavite;0
forchetta;chiodo;0
forchetta;ascia;1
forchetta;sega;0
forchetta;vite;4
forchetta;pinza;2
forchetta;scalpello;1
forchetta;cazzuola;0
forchetta;cucchiaio;154
forchetta;forchetta;28
forchetta;coltello;290
forchetta;piatto;136
forchetta;tazza;7
forchetta;pentola;13
forchetta;ciotola;51
forchetta;padella;23
forchetta;mattarello;2
forchetta;tagliere;1
forchetta;penna;1
forchetta;matita;7
forchetta;gomma;1
forchetta;carta;29
forchetta;busta;0
forchetta;evidenziatore;0
forchetta;righello;0
forchetta;pennello;0
forchetta;colla;9
forchetta;graffetta;0
forchetta;telefono;0
forchetta;radio;0
forchetta;computer;0
forchetta;frigorifero;6
forchetta;lavatrice;0
forchetta;lavastoviglie;0
forchetta;camera;0
forchetta;aspirapolvere;0
forchetta;microonda;0
forchetta;televisione;0
coltello;cane;11
coltello;gatto;0
coltello;furetto;0
coltello;criceto;0
coltello;coniglio;8
coltello;pappagallo;0
coltello;camaleonte;0
coltello;iguana;0
coltello;topo;1
coltello;canarino;0
coltello;mucca;1
coltello;capra;1
coltello;pecora;3
coltello;maiale;9
coltello;bufalo;0
coltello;pollo;10
coltello;vitello;6
coltello;agnello;4
coltello;asino;2
coltello;cavallo;10
coltello;elefante;5
coltello;zebra;0
coltello;ippopotamo;0
coltello;scimmia;0
coltello;giraffa;0
coltello;antilopo;0
coltello;leone;6
coltello;rinoceronte;0
coltello;leopardo;0
coltello;coccodrillo;0
coltello;delfino;0
coltello;balena;0
coltello;squalo;3
coltello;medusa;0
coltello;tricheco;0
coltello;foca;1
coltello;plancton;0
coltello;merluzzo;0
coltello;granchio;0
coltello;tartaruga;0
coltello;gufo;0
coltello;corvo;3
coltello;pettirosso;0
coltello;albatro;0
coltello;upupa;0
coltello;gabbiano;1
coltello;aquila;3
coltello;anatra;3
coltello;struzzo;0
coltello;pinguino;0
coltello;tavolo;57
coltello;sedia;9
coltello;divano;3
coltello;scrivania;8
coltello;armadio;6
coltello;letto;45
coltello;comodino;11
coltello;sgabello;7
coltello;poltrona;5
coltello;scaffale;0
coltello;martello;24
coltello;trapano;4
coltello;cacciavite;12
coltello;chiodo;7
coltello;ascia;47
coltello;sega;15
coltello;vite;8
coltello;pinza;3
coltello;scalpello;4
coltello;cazzuola;0
coltello;cucchiaio;70
coltello;forchetta;290
coltello;coltello;112
coltello;piatto;86
coltello;tazza;5
coltello;pentola;12
coltello;ciotola;10
coltello;padella;8
coltello;mattarello;5
coltello;tagliere;47
coltello;penna;8
coltello;matita;3
coltello;gomma;4
coltello;carta;24
coltello;busta;15
coltello;evidenziatore;1
coltello;righello;3
coltello;pennello;6
coltello;colla;9
coltello;graffetta;1
coltello;telefono;1
coltello;radio;10
coltello;computer;2
coltello;frigorifero;2
coltello;lavatrice;2
coltello;lavastoviglie;0
coltello;camera;12
coltello;aspirapolvere;0
coltello;microonda;0
coltello;televisione;5
piatto;cane;32
piatto;gatto;34
piatto;furetto;0
piatto;criceto;0
piatto;coniglio;52
piatto;pappagallo;0
piatto;camaleonte;0
piatto;iguana;0
piatto;topo;2
piatto;canarino;1
piatto;mucca;11
piatto;capra;12
piatto;pecora;14
piatto;maiale;70
piatto;bufalo;2
piatto;pollo;174
piatto;vitello;38
piatto;agnello;71
piatto;asino;6
piatto;cavallo;21
piatto;elefante;0
piatto;zebra;0
piatto;ippopotamo;0
piatto;scimmia;3
piatto;giraffa;0
piatto;antilopo;0
piatto;leone;6
piatto;rinoceronte;0
piatto;leopardo;0
piatto;coccodrillo;4
piatto;delfino;1
piatto;balena;0
piatto;squalo;10
piatto;medusa;0
piatto;tricheco;0
piatto;foca;0
piatto;plancton;1
piatto;merluzzo;22
piatto;granchio;10
piatto;tartaruga;3
piatto;gufo;0
piatto;corvo;3
piatto;pettirosso;0
piatto;albatro;0
piatto;upupa;0
piatto;gabbiano;0
piatto;aquila;4
piatto;anatra;31
piatto;struzzo;1
piatto;pinguino;1
piatto;tavolo;139
piatto;sedia;11
piatto;divano;3
piatto;scrivania;3
piatto;armadio;2
piatto;letto;148
piatto;comodino;1
piatto;sgabello;1
piatto;poltrona;3
piatto;scaffale;0
piatto;martello;2
piatto;trapano;0
piatto;cacciavite;12
piatto;chiodo;0
piatto;ascia;24
piatto;sega;1
piatto;vite;149
piatto;pinza;5
piatto;scalpello;2
piatto;cazzuola;0
piatto;cucchiaio;108
piatto;forchetta;136
piatto;coltello;86
piatto;piatto;518
piatto;tazza;51
piatto;pentola;48
piatto;ciotola;59
piatto;padella;88
piatto;mattarello;3
piatto;tagliere;20
piatto;penna;3
piatto;matita;4
piatto;gomma;4
piatto;carta;200
piatto;busta;4
piatto;evidenziatore;0
piatto;righello;0
piatto;pennello;20
piatto;colla;8
piatto;graffetta;0
piatto;telefono;2
piatto;radio;11
piatto;computer;34
piatto;frigorifero;41
piatto;lavatrice;0
piatto;lavastoviglie;2
piatto;camera;19
piatto;aspirapolvere;1
piatto;microonda;0
piatto;televisione;23
tazza;cane;11
tazza;gatto;15
tazza;furetto;0
tazza;criceto;0
tazza;coniglio;4
tazza;pappagallo;0
tazza;camaleonte;0
tazza;iguana;0
tazza;topo;2
tazza;canarino;0
tazza;mucca;4
tazza;capra;1
tazza;pecora;1
tazza;maiale;9
tazza;bufalo;0
tazza;pollo;42
tazza;vitello;1
tazza;agnello;2
tazza;asino;2
tazza;cavallo;1
tazza;elefante;1
tazza;zebra;0
tazza;ippopotamo;0
tazza;scimmia;7
tazza;giraffa;0
tazza;antilopo;0
tazza;leone;1
tazza;rinoceronte;0
tazza;leopardo;0
tazza;coccodrillo;0
tazza;delfino;1
tazza;balena;0
tazza;squalo;0
tazza;medusa;0
tazza;tricheco;0
tazza;foca;1
tazza;plancton;0
tazza;merluzzo;9
tazza;granchio;1
tazza;tartaruga;4
tazza;gufo;0
tazza;corvo;1
tazza;pettirosso;0
tazza;albatro;0
tazza;upupa;0
tazza;gabbiano;0
tazza;aquila;0
tazza;anatra;0
tazza;struzzo;1
tazza;pinguino;0
tazza;tavolo;52
tazza;sedia;28
tazza;divano;17
tazza;scrivania;9
tazza;armadio;3
tazza;letto;33
tazza;comodino;8
tazza;sgabello;1
tazza;poltrona;2
tazza;scaffale;3
tazza;martello;0
tazza;trapano;1
tazza;cacciavite;5
tazza;chiodo;0
tazza;ascia;0
tazza;sega;5
tazza;vite;3
tazza;pinza;0
tazza;scalpello;0
tazza;cazzuola;0
tazza;cucchiaio;152
tazza;forchetta;7
tazza;coltello;5
tazza;piatto;51
tazza;tazza;273
tazza;pentola;4
tazza;ciotola;11
tazza;padella;5
tazza;mattarello;1
tazza;tagliere;0
tazza;penna;6
tazza;matita;0
tazza;gomma;3
tazza;carta;14
tazza;busta;3
tazza;evidenziatore;0
tazza;righello;0
tazza;pennello;1
tazza;colla;11
tazza;graffetta;0
tazza;telefono;2
tazza;radio;4
tazza;computer;6
tazza;frigorifero;3
tazza;lavatrice;1
tazza;lavastoviglie;2
tazza;camera;4
tazza;aspirapolvere;0
tazza;microonda;0
tazza;televisione;4
pentola;cane;3
pentola;gatto;4
pentola;furetto;0
pentola;criceto;0
pentola;coniglio;20
pentola;pappagallo;1
pentola;camaleonte;0
pentola;iguana;1
pentola;topo;0
pentola;canarino;0
pentola;mucca;1
pentola;capra;1
pentola;pecora;1
pentola;maiale;21
pentola;bufalo;0
pentola;pollo;37
pentola;vitello;9
pentola;agnello;6
